Question,Answer,Confidence,Valid
"Will the FDA approve Sanofi and Regeneron's Dupixent for the treatment of chronic obstructive pulmonary disorder (COPD) by September 30, 2024?",1,1.0,True
"Will the Eli Lilly drug Zepbound (tirzepatide) receive FDA approval for a new clinical indication beyond obesity and obstructive sleep apnea by December 31, 2025?",0,0.9,True
"Will Bayer receive FDA approval for the expanded use of Nubeqa (darolutamide) in combination with androgen deprivation therapy (ADT) and docetaxel for metastatic hormone-sensitive prostate cancer by December 31, 2025?",1,1.0,True
"Will Eli Lilly's SURMOUNT-5 Phase 3 trial, comparing Tirzepatide to Semaglutide for weight management, report primary endpoint results by June 30, 2025?",1,1.0,True
"Will Eli Lilly receive FDA approval for Tirzepatide (Zepbound) for the treatment of obstructive sleep apnea by December 31, 2024?",1,1.0,True
"Will TG Therapeutics announce that Briumvi (ublituximab) has received European Commission marketing authorization for relapsing forms of multiple sclerosis by June 30, 2024?",1,1.0,True
"Will Eli Lilly's tirzepatide receive FDA approval for the treatment of obstructive sleep apnea by December 31, 2024?",1,1.0,True
"Will AstraZeneca's Phase 3 DESTINY-Breast06 trial for Enhertu meet its primary endpoint of progression-free survival (PFS) in HR-low breast cancer by June 30, 2024?",1,1.0,True
"Will the FDA approve GSK's dostarlimab (Jemperli) in combination with chemotherapy for the first-line treatment of patients with metastatic non-squamous non-small cell lung cancer by December 31, 2025?",0,0.9,True
"Will Genentech's Phase 3 SUNMO trial, evaluating Polivy in combination with Lunsumio for relapsed or refractory diffuse large B-cell lymphoma, meet its primary endpoint by December 31, 2025?",1,1.0,True
"Will Florida successfully import its first shipment of prescription drugs from Canada under the FDA-approved program by December 31, 2024?",0,1.0,True
"Will the FDA grant full approval to ImmunoGen's Elahere (mirvetuximab soravtansine) for patients with folate receptor alpha-positive ovarian cancer by March 31, 2024?",1,1.0,True
"Will Sinovac Biotech release results from a dedicated Phase 3 or 4 clinical trial evaluating the safety and immunogenicity of CoronaVac in pregnant women by December 31, 2024?",0,0.9,True
"Will Alnylam's Amvuttra (vutrisiran) Phase 3 HELIOS-B trial meet its primary endpoint for ATTR cardiomyopathy by December 31, 2024?",1,1.0,True
"Will Aldeyra Therapeutics announce top-line results from the Phase 3 INVIGORATE-2 clinical trial of reproxalap by June 30, 2023?",1,1.0,True
"Will Moderna's seasonal influenza vaccine mRNA-1010 receive FDA approval by December 31, 2025?",0,1.0,True
"Will the FDA approve Novartis's Cosentyx (secukinumab) for the treatment of moderate-to-severe hidradenitis suppurativa (HS) by December 31, 2023?",1,1.0,True
"Will Bicycle Therapeutics launch the Phase 2/3 Duravelo-2 trial for BT8009 in metastatic urothelial carcinoma by March 31, 2024?",1,1.0,True
"Will the European Medicines Agency approve AstraZeneca's Imjudo (tremelimumab) in combination with Imfinzi for the treatment of advanced non-small cell lung cancer by June 30, 2023?",1,1.0,True
"Will the state of Florida successfully complete its first commercial shipment of prescription drugs imported from Canada under the FDA-approved program by December 31, 2025?",0,1.0,True
"Will Sarepta Therapeutics receive FDA accelerated approval for its Duchenne muscular dystrophy gene therapy SRP-9001 by June 30, 2023?",1,1.0,True
"Will Gilead Sciences initiate a Phase 3 clinical trial for Trodelvy (sacituzumab govitecan) in patients with small-cell lung cancer (SCLC) by December 31, 2025?",1,1.0,True
"Will Immunic Therapeutics' Phase 3 ENSURE-1 trial of vidofludimus calcium in relapsing multiple sclerosis meet its primary endpoint by December 31, 2025?",0,1.0,True
"Will the FDA approve Roche's subcutaneous formulation of Tecentriq (atezolizumab) by December 31, 2024?",1,1.0,True
"Will the FDA grant accelerated approval to Eisai's Alzheimer's drug lecanemab by January 6, 2023?",1,1.0,True
"Will AstraZeneca and Daiichi Sankyo's datopotamab deruxtecan (Dato-DXd) receive FDA approval for the treatment of advanced or metastatic non-small cell lung cancer by December 31, 2024?",0,1.0,True
"Will the FDA expand the approved indication for Janssen and Legend Biotech's CARVYKTI to include the treatment of adults with relapsed or refractory multiple myeloma who have received at least one prior line of therapy by April 30, 2024?",1,1.0,True
"Will the FDA approve Sanofi and Regeneron's Dupixent (dupilumab) as an add-on maintenance treatment for patients with COPD by September 30, 2024?",1,1.0,True
"Will Milestone Pharmaceuticals initiate a Phase 3 clinical trial of etripamil for the treatment of atrial fibrillation with rapid ventricular rate (AFib-RVR) by December 31, 2024?",0,0.9,True
"Will Gilead Sciences report positive phase 2 results for magrolimab in solid tumors (breast, lung, or gastrointestinal cancers) by December 31, 2025?",0,1.0,True
"Will Arrowhead Pharmaceuticals announce that its Phase 3 PALISADE trial for plozasiran met its primary endpoint by December 31, 2024?",1,1.0,True
"Will the FDA grant full marketing approval for GSK's Jemperli (dostarlimab) for the treatment of mismatch repair-deficient (MMRd) rectal cancer by December 31, 2025?",0,1.0,True
"Will the FDA approve GSK's long-acting respiratory drug Exdensur for the treatment of asthma by December 31, 2026?",1,1.0,True
"Will TG Therapeutics' ublituximab receive FDA approval for the treatment of relapsing forms of multiple sclerosis by September 28, 2022?",0,1.0,True
"Will GlaxoSmithKline's bepirovirsen meet its primary endpoint in the B Well-1 Phase 3 clinical trial for chronic hepatitis B by December 31, 2025?",1,1.0,True
"Will the FDA approve Fresenius Kabi's tocilizumab biosimilar candidate by December 31, 2023?",0,1.0,True
"Will the FDA approve Xcovery's ensartinib for the treatment of patients with metastatic ALK-positive non-small cell lung cancer by December 31, 2024?",1,1.0,True
"Will the FDA approve or authorize Novavax's updated JN.1 Covid-19 vaccine for the 2024-2025 season by September 30, 2024?",1,1.0,True
"Will AstraZeneca and Daiichi Sankyo's datopotamab deruxtecan (Dato-DXd) receive FDA approval for the treatment of advanced/metastatic non-small cell lung cancer by December 20, 2024?",0,1.0,True
"Will Janssen's oral IL-23R antagonist JNJ-2113 meet its primary endpoints in a Phase 3 clinical trial for moderate-to-severe plaque psoriasis by December 31, 2025?",1,1.0,True
"Will Pluri Inc. receive FDA approval for PLX-R18 for the treatment of Hematopoietic Acute Radiation Syndrome by December 31, 2025?",0,1.0,True
"Will Eli Lilly's Phase 3 SYNERGY-NASH trial (NCT04786275) for tirzepatide in non-alcoholic steatohepatitis meet its primary endpoints by December 31, 2024?",0,1.0,True
"Will the manufacturer of denileukin diftitox (Lymphir) complete the FDA's postmarketing study regarding the risk of visual impairment by December 31, 2026?",0,1.0,True
"Will the FDA approve Galderma's nemolizumab for the treatment of atopic dermatitis by December 31, 2024?",1,1.0,True
"Will Eli Lilly's orforglipron receive FDA approval for chronic weight management by December 31, 2025?",0,1.0,True
"Will Eli Lilly's Phase 3 SURMOUNT-MMO trial investigating the reduction of major adverse cardiovascular events for tirzepatide report results by December 31, 2024?",0,1.0,True
"Will Novo Nordisk's CagriSema Phase 3 trial (REDEFINE-1) meet its primary endpoint of weight loss superiority vs. semaglutide by March 31, 2025?",1,1.0,True
"Will Eli Lilly and Incyte's Olumiant (baricitinib) receive FDA approval for the treatment of severe alopecia areata by June 30, 2022?",1,1.0,True
"Will Gilead Sciences' ASCENT-03 Phase 3 trial of Trodelvy in triple-negative breast cancer report results by December 31, 2024?",0,1.0,True
"Will Ocular Therapeutix's Phase 3 trial of Axpaxli for wet age-related macular degeneration meet its primary endpoint by December 31, 2025?",1,1.0,True
"Will the FDA approve BeiGene's tislelizumab (Tevimbra) for first-line treatment of patients with ESCC by December 31, 2024?",0,1.0,True
"Will AstraZeneca's datopotamab deruxtecan (Dato-DXd) receive FDA approval for the treatment of advanced or metastatic non-small cell lung cancer by December 31, 2024?",0,1.0,True
"Will Johnson & Johnson's guselkumab (TREMFYA) receive FDA approval for the treatment of adult patients with moderately to severely active Crohn's disease by December 31, 2024?",0,1.0,True
"Will Novartis or MorphoSys submit a regulatory filing to the FDA for pelabresib in the treatment of myelofibrosis by December 31, 2024?",0,1.0,True
"Will the FDA approve Bristol Myers Squibb's KarXT (xanomeline-trospium) for the treatment of schizophrenia in adults by September 30, 2024?",1,1.0,True
"Will the U.S. Supreme Court issue a ruling that upholds the FDA's 2016 and 2021 regulatory changes for mifepristone by August 31, 2024?",1,1.0,True
"Will Servier Pharmaceuticals' Vorasidenib (Voranigo) receive European Commission marketing authorization for Grade 2 IDH-mutant glioma by June 30, 2025?",0,1.0,True
"Will Sarepta Therapeutics' Phase 3 EMBARK trial (SRP-9001-301) for Duchenne muscular dystrophy meet its primary endpoint of change in NSAA score by December 31, 2024?",0,1.0,True
"Will Travere Therapeutics submit a supplemental New Drug Application (sNDA) to the FDA for sparsentan in the treatment of focal segmental glomerulosclerosis (FSGS) by December 31, 2023?",0,1.0,True
"Will Eli Lilly's Phase 3 trial of tirzepatide for the treatment of obstructive sleep apnea (SURMOUNT-OSA) report positive results for its primary endpoint by June 30, 2024?",1,1.0,True
"Will REGENXBIO and AbbVie's ABBV-RGX-314 receive FDA approval for the treatment of wet age-related macular degeneration by December 31, 2026?",0,1.0,True
"Will BridgeBio Pharma announce topline results from the Phase 3 FORTIFY trial interim analysis of BBP-418 by December 31, 2025?",1,1.0,True
"Will the Phase 3 trial of IO102-IO103 in combination with pembrolizumab meet its primary endpoint of progression-free survival in patients with advanced melanoma by December 31, 2025?",0,1.0,True
"Will Cantex Pharmaceuticals receive FDA approval to initiate Phase 2 clinical trials for its COVID-19 treatment based on Human Alveolus Chip data by December 31, 2022?",1,0.9,True
"Will Astellas Pharma's Izervay (avacincaptad pegol) receive a positive Phase 3 top-line result for its long-term safety study in geographic atrophy by December 31, 2024?",0,1.0,True
"Will the FDA approve a supplemental New Drug Application (sNDA) for colchicine (Lodoco) specifically for the prevention of atrial fibrillation or myocardial injury after non-cardiac thoracic surgery by December 31, 2025?",0,1.0,True
"Will AskBio initiate a Phase II clinical trial for the AB-1005 gene therapy in patients with Parkinson's disease by June 30, 2024?",1,1.0,True
"Will Novo Nordisk's mimic Phase 3 trial for weight management meet its primary endpoints by December 31, 2025?",0,1.0,True
"Will CG Oncology's Phase 3 BOND-003 trial for cretostimogene grenadenorepvec in high-risk NMIBC meet its primary endpoint of complete response rate by December 31, 2024?",1,1.0,True
"Will Iterum Therapeutics' antibiotic treatment sulopenem receive FDA approval for the treatment of uncomplicated urinary tract infections (uUTI) by December 31, 2024?",1,1.0,True
"Will the FDA approve GSK's gepotidacin for the treatment of uncomplicated urinary tract infections (uUTI) by December 31, 2024?",0,1.0,True
"Will Sarepta Therapeutics' Phase 3 EMBARK trial (SRP-9001-301) for Duchenne muscular dystrophy meet its primary endpoint of change in NSAA score by December 31, 2024?",0,1.0,True
"Will Futura Medical's MED3000 receive FDA marketing authorization for over-the-counter use by March 31, 2023?",0,1.0,True
"Will Vertex Pharmaceuticals' CRISPR treatment Casgevy overcome its rollout bottleneck and achieve commercial use in at least 5 treatment centers by June 30, 2026?",1,1.0,True
"Will Biogen's Phase 3 trial of lecanemab meet its primary endpoint for slowing cognitive decline in Alzheimer's disease patients by December 31, 2022?",1,1.0,True
"Will Gilead Sciences' Remdesivir (Veklury) receive expanded FDA approval for the treatment of non-hospitalized pediatric patients with COVID-19 by December 31, 2022?",1,1.0,True
"Will the FDA approve bluebird bio's gene therapy beti-cel (Zynteglo) for patients with beta thalassemia by August 19, 2022?",1,1.0,True
"Will the FDA approve Neurocrine Biosciences' valbenazine (INGREZZA) for the treatment of chorea associated with Huntington's disease by December 31, 2023?",1,1.0,True
"Will Amylyx Therapeutics announce that its Phase 3 PHOENIX trial of AMX0035 for ALS met its primary endpoint by March 31, 2024?",0,1.0,True
"Will Eli Lilly's tirzepatide receive FDA approval for the treatment of heart failure with preserved ejection fraction (HFpEF) by December 31, 2025?",0,1.0,True
"Will Annexon Biosciences complete patient enrollment for the Phase 3 clinical trial of ANX005 in Guillain-Barre syndrome by December 31, 2023?",1,1.0,True
"Will Heartseed and Novo Nordisk's Phase 1/2 clinical study of HS-001 for heart failure reach its primary completion date by December 31, 2025?",1,1.0,True
"Will Calliditas Therapeutics' Phase 2 trial of setanaxib in combination with Keytruda for head and neck cancer (NCT05323656) be completed by June 30, 2024?",0,1.0,True
"Will Bristol Myers Squibb's antipsychotic KarXT (xanomeline-trospium) receive FDA approval for the treatment of schizophrenia by September 26, 2024?",1,1.0,True
"Will Pliant Therapeutics release interim 12-week data from the 320 mg cohort of the INTEGRIS-IPF Phase 2a trial by March 31, 2023?",1,1.0,True
"Will Oncternal Therapeutics release additional clinical data from its Phase 1/2 trial of ONCT-808 for aggressive B-cell lymphomas by December 31, 2024?",1,1.0,True
"Will Pfizer and Valneva's Lyme disease vaccine candidate (VLA15) receive FDA approval for use in adults by December 31, 2025?",0,1.0,True
"Will the FDA approve Galderma's nemolizumab for the treatment of atopic dermatitis by December 31, 2024?",1,0.9,True
"Will Eli Lilly's retatrutide meet its primary endpoint in a Phase 3 TRIUMPH clinical trial for chronic weight management by December 31, 2025?",1,1.0,True
"Will BenevolentAI initiate a Phase 3 clinical trial for BEN-2293 in patients with atopic dermatitis by December 31, 2025?",0,1.0,True
"Will NorthSea Therapeutics' Phase 2b trial for its lead candidate icosabutate in NASH meet its primary endpoint by December 31, 2024?",0,1.0,True
"Will the PEC-Direct Phase 1/2 clinical trial (NCT03163511) meet its primary endpoint of an increase in meal-stimulated plasma C-peptide above the limit of detection (0.03 nmol l−1) in at least 50% of the enrolled cohort by December 31, 2024?",0,0.9,True
"Will the FDA approve AbbVie's Skyrizi (risankizumab) for the treatment of ulcerative colitis by December 31, 2024?",1,1.0,True
"Will Ligand Pharmaceuticals' berdazimer gel (Zelsuvmi) receive FDA approval for the treatment of molluscum contagiosum by January 31, 2024?",1,1.0,True
"Will Novartis receive FDA label expansion for Pluvicto in taxane-naive metastatic castration-resistant prostate cancer patients based on the PSMAfore Phase 3 trial results by December 31, 2024?",0,1.0,True
"Will Pfizer's Daurismo (glasdegib) retain its FDA approval for use with a continuous manufacturing process through December 31, 2025?",1,0.9,True
"Will Sage Therapeutics and Biogen receive FDA approval for zuranolone (ZURZUVAE) for the treatment of Major Depressive Disorder (MDD) by December 31, 2025?",0,1.0,True
"Will Blade Therapeutics report top-line Phase 2 clinical trial results for its lead candidate cudratrigene (BLD-2660) in patients with idiopathic pulmonary fibrosis by December 31, 2024?",0,0.9,True
"Will Q32 Bio initiate its Phase 2 clinical trial of ADX-914 for the treatment of atopic dermatitis by December 31, 2022?",1,1.0,True
"Will Perrigo's over-the-counter birth control pill Opill be available for purchase in U.S. retail stores by March 31, 2024?",1,1.0,True
"Will the FDA approve AstraZeneca's danicopan as an add-on therapy for patients with paroxysmal nocturnal hemoglobinuria (PNH) by December 31, 2024?",1,1.0,True
"Will Sun Pharmaceutical Industries commercially launch Leqselvi (deuruxolitinib) in the United States by December 31, 2024?",0,1.0,True
"Will ALX Oncology start the Phase 3 clinical trial of evorpacept for HER2-positive advanced gastric/gastroesophageal junction cancer by December 31, 2024?",0,0.95,True
"Will the FDA officially remove oral phenylephrine from the list of over-the-counter medications 'Generally Recognized as Safe and Effective' (GRASE) by December 31, 2025?",0,1.0,True
"Will the FDA approve CymaBay Therapeutics' seladelpar for the treatment of primary biliary cholangitis by December 31, 2024?",1,1.0,True
"Will Alembic Pharmaceuticals receive FDA approval for at least one additional ANDA in the dermatology therapeutic area by December 31, 2024?",1,1.0,True
"Will Takeda initiate a Phase 3 clinical trial of TAK-861 in patients with narcolepsy type 1 by September 30, 2024?",1,1.0,True
"Will the FDA grant full traditional approval to Biogen's Qalsody (tofersen) for the treatment of SOD1-ALS by April 30, 2024?",0,1.0,True
"Will Vir Biotechnology report results from its Phase 2 trials for hepatitis B or hepatitis D involving VIR-2218 or VIR-3434 by December 31, 2023?",1,1.0,True
Did the FDA officially delay the enforcement of the final Guidance for Industry #256 regarding veterinary drug compounding beyond its initial October 2022 target?,1,1.0,True
"Will the FDA approve Sandoz's denosumab biosimilar (prescribed for osteoporosis and bone metastases) by June 30, 2024?",1,1.0,True
"Will Valneva's Phase 3 clinical trial for its chikungunya vaccine candidate (VLA1553) meet its primary endpoint of inducing a seroprotective antibody response by December 31, 2023?",1,1.0,True
"Will Formycon AG and Klinge Biopharma's FYB203/AHZANTIVE (aflibercept-mrbb) be commercially launched in the United States by December 31, 2024?",0,1.0,True
"Will the FDA approve AstraZeneca's danicopan as an add-on therapy for paroxysmal nocturnal haemoglobinuria (PNH) by December 31, 2024?",1,1.0,True
"Will Alnylam Pharmaceuticals receive FDA approval for vutrisiran (Amvuttra) for the treatment of ATTR amyloidosis with cardiomyopathy (ATTR-CM) by June 30, 2025?",1,1.0,True
"Will the FDA approve Poxel and Roivant Sciences' imeglimin for the treatment of type 2 diabetes by December 31, 2023?",0,1.0,True
"Will VivaVision Biotech initiate Phase 3 clinical trials for VVN461 ophthalmic solution for the treatment of postoperative inflammation following cataract surgery by December 31, 2025?",0,0.9,True
"Will the FDA approve Johnson & Johnson's nipocalimab for the treatment of generalized myasthenia gravis (gMG) by December 31, 2025?",1,1.0,True
"Will Vertex Pharmaceuticals and CRISPR Therapeutics receive FDA approval for Casgevy (exagamglogene autotemcel) to treat transfusion-dependent beta thalassemia by March 30, 2024?",1,1.0,True
"Will Arcellx initiate its iMMagine Phase 2 clinical trial for relapsed/refractory multiple myeloma by December 31, 2022?",1,1.0,True
"Will Kyverna Therapeutics release top-line data from the KYSA-8 Phase 2 clinical trial of KYV-101 for stiff-person syndrome by December 31, 2025?",1,1.0,True
"Will Humanetics Corporation's drug BIO 300 receive FDA Emergency Use Authorization (EUA) for the prevention of acute radiation syndrome by December 31, 2025?",0,1.0,True
"Will the FDA approve Vertex Pharmaceuticals' suzetrigine (VX-548) for the treatment of acute pain by December 31, 2024?",0,1.0,True
"Will Vertex Pharmaceuticals' VX-548 (suzetrigine) receive FDA approval for the treatment of moderate-to-severe acute pain by January 30, 2025?",0,1.0,True
"Will the FDA approve Intercept Pharmaceuticals' Ocaliva (obeticholic acid) for the treatment of NASH patients with liver fibrosis by June 30, 2023?",0,1.0,True
"Will Zoetis receive FDA approval for a new monoclonal antibody therapeutic for canine or feline indications by December 31, 2025?",0,1.0,True
"Will Vir Biotechnology and GSK initiate a Phase 3 clinical trial for VIR-2482 for the prevention of influenza A by December 31, 2024?",0,1.0,True
"Will Swing Therapeutics' Stanza digital therapy demonstrate a statistically significant response rate on the PGIC Scale compared to control in the PROSPER-FM Phase 3 trial results presented by December 31, 2023?",1,1.0,True
"Will Bristol Myers Squibb's KarXT (xanomeline-trospium) receive FDA approval for the treatment of schizophrenia by September 26, 2024?",1,1.0,True
"Will the FDA approve Ionis Pharmaceuticals' drug olezarsen for familial chylomicronemia syndrome by December 31, 2024?",1,1.0,True
Will the CLEAR Outcomes trial meeting its primary endpoint for reducing major adverse cardiovascular events (MACE) be presented at the ACC 2023 conference with a statistically significant result?,1,1.0,True
"Will Gilead Sciences receive FDA approval for a new repurposed indication of Remdesivir (Veklury) by December 31, 2025?",0,1.0,True
"Will Sarepta Therapeutics' MIS51ON (NCT03992430) Phase 3 trial for Exondys 51 be completed by December 31, 2026?",1,1.0,True
"Will Novo Nordisk's CagriSema Phase 3 trial for weight management meet its primary endpoints by June 30, 2025?",1,1.0,True
"Will Karuna Therapeutics' KarXT EMERGENT-3 Phase 3 trial (NCT04738123) for schizophrenia meet its primary endpoint by June 30, 2024?",1,1.0,True
"Will Denali Therapeutics release safety and biomarker data from a clinical trial of DNL919 by December 31, 2022?",0,1.0,True
"Will Annovis Bio initiate a Phase 3 clinical trial of buntanetap for the treatment of Alzheimer’s disease by June 30, 2025?",1,1.0,True
"Will Jiangsu Hengrui Pharmaceuticals receive FDA approval for dalpiciclib in combination with endocrine therapy for the treatment of HR+/HER2- advanced breast cancer by December 31, 2025?",0,1.0,True
"Will Alvotech receive FDA approval for AVT06, its biosimilar to Eylea (aflibercept), by December 31, 2025?",0,0.9,True
"Will Novo Nordisk's REDEFINE-1 Phase 3 trial for CagriSema meet its primary endpoint for weight loss by December 31, 2024?",1,1.0,True
"Will AbbVie and Genmab receive FDA approval for epcoritamab (Epkinly) for the treatment of relapsed or refractory follicular lymphoma by December 31, 2024?",1,1.0,True
"Will AbbVie's upadacitinib receive European Commission approval for the treatment of pediatric patients with moderately to severely active ulcerative colitis by December 31, 2024?",0,1.0,True
"Will TheracosBio's Brenzavvy (bexagliflozin) receive FDA approval for the treatment of weight loss in patients without diabetes by December 31, 2025?",0,1.0,True
"Will On Target Laboratories receive FDA approval for Cytalux (pafolacianine) for use in identifying brain cancer tumors by December 31, 2025?",0,1.0,True
"Will Axsome Therapeutics announce that its Phase 3 trial of AXS-12 for the treatment of narcolepsy met its primary endpoint by December 31, 2024?",1,1.0,True
"Will Azurity Pharmaceuticals commercially launch Zonisade in the United States by December 31, 2022?",1,1.0,True
"Will Infinity Pharmaceuticals announce top-line results from a Phase 2 trial of eganelisib in head and neck cancer by December 31, 2025?",0,0.9,True
"Will UCB's Rystiggo (rozanolixizumab) receive marketing authorization from the European Commission for the treatment of generalized myasthenia gravis by March 31, 2024?",1,1.0,True
"Will Eli Lilly's Tirzepatide receive FDA approval for the treatment of heart failure with preserved ejection fraction (HFpEF) by December 31, 2024?",0,1.0,True
"Will Takeda submit regulatory filings for soticlestat (TAK-935) for its target indications by March 31, 2025?",0,1.0,True
"Will Bharat Biotech's intranasal COVID-19 vaccine (BBV154) receive emergency use authorization in India by January 31, 2023?",1,1.0,True
"Will Genelux's Phase 3 trial of Olvi-Vec (Oncoprex) for the treatment of platinum-resistant ovarian cancer meet its primary endpoint by December 31, 2025?",0,1.0,True
"Will Novartis announce that remibrutinib met its primary endpoint in the Phase 3 clinical trials for relapsing forms of multiple sclerosis by December 31, 2025?",0,1.0,True
"Will Eli Lilly's Phase 3 trial of tirzepatide for the treatment of obstructive sleep apnea (SURMOUNT-OSA) meet its primary endpoint by June 30, 2024?",1,1.0,True
"Will Opthea's Phase 3 ShORe trial for sozinibercept in wet age-related macular degeneration meet its primary endpoint by June 30, 2025?",0,1.0,True
"Will Kazia Therapeutics present full data from the paxalisib arm of the GBM AGILE trial (NCT03970447) at a scientific meeting by December 31, 2024?",0,1.0,True
"Will Eli Lilly's Zepbound (tirzepatide) receive expanded FDA approval for the treatment of obstructive sleep apnea in adults with obesity by December 31, 2024?",1,1.0,True
"Will Eli Lilly's mirikizumab (Omvoh) receive FDA approval for the treatment of Crohn's disease by December 31, 2024?",0,1.0,True
"Will AstraZeneca and Daiichi Sankyo's Phase 3 DESTINY-Breast05 trial evaluating Enhertu versus T-DM1 meet its primary endpoint of invasive disease-free survival by December 31, 2025?",1,1.0,True
"Will China's National Medical Products Administration (NMPA) approve Innovent Biologics' mazdutide for the treatment of type 2 diabetes by December 31, 2025?",1,1.0,True
"Will the FDA grant full traditional approval to Biogen and Eisai's Alzheimer's treatment lecanemab (Leqembi) by July 31, 2023?",1,1.0,True
"Will the U.S. Supreme Court issue a ruling that maintains the current FDA approval and access conditions for Danco Laboratories' mifepristone by July 31, 2024?",1,1.0,True
"Will Henlius (Shanghai Henlius Biotech) initiate a Phase 3 clinical trial for its daratumumab biosimilar HLX15 by June 30, 2025?",0,1.0,True
"Will Biogen and Eisai's Alzheimer's drug lecanemab meet its primary endpoint in the Phase 3 Clarity AD clinical trial by December 31, 2022?",1,1.0,True
"Will Pfizer's abrocitinib (Cibinqo) receive FDA approval for children aged 2 to <12 years with moderate-to-severe atopic dermatitis by December 31, 2024?",0,1.0,True
"Will AstraZeneca and Daiichi Sankyo's datopotamab deruxtecan (Dato-DXd) receive FDA approval for the treatment of advanced non-small-cell lung cancer (NSCLC) by December 31, 2024?",0,1.0,True
"Will Viridian Therapeutics announce topline results from its THRIVE-2 Phase 3 trial of VRDN-001 in chronic Thyroid Eye Disease by December 31, 2024?",1,1.0,True
"Will Eli Lilly and Boehringer Ingelheim's Jardiance receive a label expansion from the FDA for heart failure with preserved ejection fraction (HFpEF) by December 31, 2022?",1,1.0,True
"Will Calliditas Therapeutics receive full FDA approval for Tarpeyo (Nefecon) to treat IgA nephropathy by June 30, 2024?",1,1.0,True
"Will American Gene Technologies initiate a Phase 2 clinical trial for its HIV cell therapy AGT103-T by December 31, 2024?",0,1.0,True
"Will the NETTER-P (NCT04711135) clinical trial for lutetium Lu 177 dotatate in pediatric patients reach its primary completion date by December 31, 2025?",0,1.0,True
"Will Roche or Prothena announce that a Phase 2b or Phase 3 clinical trial of prasinezumab for Parkinson’s disease met its primary endpoint by December 31, 2025?",0,1.0,True
"Will Veru Inc.'s SARM candidate Enobosarm (ostarine) receive FDA approval for any indication by December 31, 2025?",0,1.0,True
"Will StemCyte advance its HPC, Cord Blood therapy for Post-COVID Syndrome to a Phase 3 clinical trial by December 31, 2025?",0,1.0,True
"Will Amylyx Pharmaceuticals voluntarily withdraw Relyvrio from the U.S. market by December 31, 2024?",1,1.0,True
"Will the FDA approve Vertex Pharmaceuticals' suzetrigine for the treatment of moderate to severe acute pain by January 30, 2025?",1,1.0,True
"Will 4Moving Biotech report final data from its Phase 1 trial (NCT05419856) of 4P004 for knee osteoarthritis by March 31, 2024?",0,0.9,True
"Will Calico Life Sciences' ABBV-CLS-7262 meet its primary endpoint in the HEALEY ALS Platform Trial by June 30, 2025?",0,1.0,True
"Will Capricor Therapeutics' HOPE-3 Phase 3 trial (NCT05126758) for CAP-1002 in Duchenne muscular dystrophy reach its primary completion date by December 31, 2024?",0,1.0,True
"Will the FDA approve Karuna Therapeutics' KarXT (xanomeline-trospium) for the treatment of schizophrenia in adults by September 26, 2024?",1,1.0,True
"Will the FDA approve Merck & Co.'s sotatercept for the treatment of pulmonary arterial hypertension (PAH) by March 31, 2024?",1,1.0,True
"Will AstraZeneca's Phase 3 TROPION-Lung01 trial meet its primary endpoint of overall survival for datopotamab deruxtecan by December 31, 2024?",0,1.0,True
"Will MindMed announce results from its Phase 3 Emerge Study (MM120-310) for major depressive disorder by December 31, 2026?",1,1.0,True
"Will EyeBiotech Limited (EyeBio) initiate a Phase 1b/2 clinical trial for Restoret (EYE103) by June 30, 2023?",1,1.0,True
"Will AstraZeneca's Phase 3 trial for Dato-DXd (TROPION-Lung01) receive FDA approval for the treatment of non-small cell lung cancer by December 31, 2024?",0,1.0,True
"Will Aurion Biotech initiate Phase 3 pivotal trials for AURN001 in patients with corneal endothelial dysfunction by December 31, 2025?",0,1.0,True
"Will the FDA approve Johnson & Johnson's nipocalimab for the treatment of generalized myasthenia gravis (gMG) by December 31, 2025?",1,1.0,True
"Will the FDA approve pitolisant for the treatment of cataplexy in pediatric narcolepsy by March 1, 2026?",1,1.0,True
"Will the FDA grant traditional approval to Lykos Therapeutics' Midomafetamine (MDMA) for the treatment of Post-Traumatic Stress Disorder by August 31, 2024?",0,1.0,True
"Will Eli Lilly's tirzepatide advance to Phase 3 clinical trials for the treatment of non-alcoholic steatohepatitis (NASH) by December 31, 2024?",1,1.0,True
"Will Amgen's Phase 3 OCEAN(a)-DOSE trial for Olpasiran meet its primary endpoint for reduction in Lp(a) levels by December 31, 2025?",1,1.0,True
"Will Gilead Sciences or its partners initiate a Phase 3 placebo-controlled clinical trial of ranolazine for muscle cramps in amyotrophic lateral sclerosis (ALS) by December 31, 2025?",0,0.9,True
"Will Short Wave Pharma initiate its Phase I/IIa clinical trial for its psilocybin-based anorexia nervosa treatment by June 30, 2023?",0,1.0,True
"Will Biogen and Eisai's Phase 3 AHEAD 3-45 study of lecanemab in preclinical Alzheimer's disease meet its primary endpoint by December 31, 2026?",0,1.0,True
"Will Karuna Therapeutics initiate its Phase 3 clinical program for KarXT in the treatment of psychosis in Alzheimer's disease by September 30, 2022?",1,1.0,True
"Will the FDA approve Karuna Therapeutics' KarXT (xanomeline-trospium) for the treatment of schizophrenia by September 26, 2024?",1,1.0,True
"Will Moderna file for regulatory approval of its mRNA-1010 seasonal influenza vaccine by December 31, 2024?",0,1.0,True
