Question,true_answer,predicted_answer,correct,raw_response
"Will Eli Lilly's Phase 3 EMBER-4 trial for breast cancer meet its primary endpoint by December 31, 2025?",0,1,False,1
"Will Jazz Pharmaceuticals receive FDA approval for Zepzelca (lurbinectedin) in combination with atezolizumab for the first-line maintenance treatment of extensive-stage small cell lung cancer by December 31, 2025?",1,1,True,"1
Explanation: The FDA approved Zep"
"Will the FDA approve the combination of PADCEV (enfortumab vedotin-ejfv) and KEYTRUDA (pembrolizumab) for the first-line treatment of adult patients with advanced bladder cancer by December 31, 2024?",1,1,True,1
"Will the FDA approve Ipsen and GENFIT’s elafibranor for the treatment of primary biliary cholangitis by December 31, 2024?",1,1,True,"1

Explanation: The FDA has granted el"
"Will Takeda's Eohilia (budesonide oral suspension) be available for commercial use in the United States by February 29, 2024?",1,1,True,1
"Will Boston Scientific's AGENT IDE trial publish 2nd-year follow-up results for the primary endpoint of target lesion failure by March 31, 2025?",1,1,True,"1
Explanation: The AGENT IDE trial"
"Will NervGen Pharma initiate its Phase 1b/2a clinical trial of NVG-291 for spinal cord injury at Shirley Ryan AbilityLab by December 31, 2022?",0,1,False,"1

Explanation: NervGen Pharma has"
"Will Ferrer's cardiovascular polypill (Trinomia/SNC) receive FDA approval for secondary prevention of cardiovascular events by December 31, 2025?",0,1,False,1
"Will the FDA approve Lykos Therapeutics' MDMA-assisted therapy for the treatment of PTSD by December 31, 2024?",0,1,False,1
"Will Sage Chemical's generic apomorphine hydrochloride injection cartridges be available for commercial distribution in the United States by December 31, 2022?",1,1,True,1
"Will Sage Therapeutics and Biogen commercially launch Zurzuvae (zuranolone) for the treatment of postpartum depression by December 31, 2023?",1,1,True,1
"Will the UK's National Institute for Health and Care Excellence (NICE) issue a final positive recommendation for the NHS use of Eisai's Leqembi (lecanemab) by June 30, 2025?",0,1,False,1
"Will the FDA approve Biogen's tofersen (QALSODY) for the treatment of SOD1-ALS by January 31, 2023?",0,1,False,1
"Will Oculis commence Stage 2 of the Phase 3 DIAMOND clinical trial for OCS-01 in patients with Diabetic Macular Edema by December 31, 2023?",1,1,True,1
"Will Legend Biotech and Janssen's CAR-T therapy, ciltacabtagene autoleucel (cilta-cel), receive marketing authorization from the European Commission by December 31, 2022?",1,1,True,1
"Will the FDA approve Vistagen's nasal spray fasedienol (PH94B) for the treatment of social anxiety disorder by December 31, 2025?",0,1,False,1
"Will Immunic's Phase 2 CALLIPER trial of vidofludimus calcium in progressive multiple sclerosis meet its primary endpoint of reduction in brain atrophy by December 31, 2025?",0,1,False,1
"Will Moffitt Cancer Center report that its Phase 2 adaptive therapy trial (NCT02415621) for metastatic castration-resistant prostate cancer met its primary endpoint of improved time to progression by December 31, 2024?",0,1,False,"1

Explanation: The trial is still ongoing"
